                   0 a=    x, b=    x, c=x, sum=    z, carry=z
                40690               40690 a= 6271, b= 1292, c=0, sum=23673, carry=0
                40700               40700 a=20364, b=13430, c=0, sum= 7563, carry=0
                40710               40710 a= 6975, b=25167, c=0, sum= 1026, carry=0
                40720               40720 a= 2055, b= 8640, c=0, sum=64910, carry=0
                40730               40730 a= 1023, b= 1927, c=0, sum=10695, carry=0
                40740               40740 a=26709, b= 5379, c=0, sum= 2822, carry=0
                40750               40750 a=29636, b=13753, c=0, sum=48472, carry=0
                40760               40760 a=19682, b= 2557, c=0, sum=43453, carry=0
                40770               40770 a=26231, b=26114, c=0, sum=22239, carry=0
                40780               40780 a=16315, b= 3014, c=0, sum=52345, carry=0
                40790               40790 a= 5634, b=10074, c=0, sum=19329, carry=0
                40800               40800 a=10368, b=20944, c=0, sum=15708, carry=0
                40810               40810 a= 7486, b=18374, c=0, sum=64080, carry=0
                40820               40820 a=15247, b=16016, c=0, sum=25732, carry=0
                40830               40830 a=17478, b=16433, c=0, sum=31263, carry=0
                40840               40840 a=26708, b=22453, c=0, sum=33911, carry=0
                40850               40850 a=22023, b=21482, c=0, sum=48649, carry=0
                40860               40860 a=23437, b=26909, c=0, sum=44017, carry=0
                40870               40870 a=26444, b=16345, c=0, sum=50346, carry=0
                40880               40880 a=12080, b= 6012, c=0, sum=42789, carry=0
                40890               40890 a=13556, b=12798, c=0, sum=18092, carry=0
                40900               40900 a=22869, b=16090, c=0, sum=26354, carry=0
                40910               40910 a=13203, b= 6856, c=0, sum=38959, carry=0
                40920               40920 a= 4300, b=16002, c=0, sum=20059, carry=0
                40930               40930 a= 3642, b=25247, c=0, sum=20302, carry=0
                40940               40940 a=23467, b=25114, c=0, sum=28889, carry=0
                40950               40950 a=23971, b= 9357, c=0, sum=48581, carry=0
                40960               40960 a=10598, b=25941, c=0, sum=  560, carry=0
                40970               40970 a=12414, b=29251, c=0, sum=36539, carry=0
                40980               40980 a=19823, b=21983, c=0, sum=41601, carry=0
                40990               40990 a=19678, b= 8739, c=0, sum=41806, carry=0
                41000               41000 a=26165, b= 4191, c=0, sum=28417, carry=0
                41010               41010 a=17042, b=15928, c=0, sum=30356, carry=0
                41020               41020 a=  870, b= 2819, c=0, sum=16586, carry=0
                41030               41030 a= 9426, b= 7834, c=0, sum= 3689, carry=0
                41040               41040 a=23885, b=12968, c=0, sum=17260, carry=0
                41050               41050 a=24383, b=24405, c=0, sum=40437, carry=0
                41060               41060 a= 2554, b=21910, c=0, sum=48788, carry=0
                41070               41070 a=11357, b=  478, c=0, sum=24464, carry=0
                41080               41080 a=25091, b=17733, c=0, sum=11835, carry=0
                41090               41090 a= 7021, b=10248, c=0, sum=42824, carry=0
                41100               41100 a=23857, b=15572, c=0, sum=17269, carry=0
                41110               41110 a= 8082, b=25338, c=0, sum=38917, carry=0
                41120               41120 a= 6878, b=19605, c=0, sum=49804, carry=0
                41130               41130 a= 6165, b=26177, c=0, sum=26483, carry=0
                41140               41140 a=20346, b= 7931, c=0, sum=32342, carry=0
                41150               41150 a=12663, b= 9685, c=0, sum=28277, carry=0
                41160               41160 a= 1132, b=  352, c=0, sum=22348, carry=0
                41170               41170 a=14258, b= 4043, c=0, sum= 1484, carry=0
                41180               41180 a=18839, b=16642, c=0, sum=18301, carry=0
                41190               41190 a= 9679, b=12246, c=0, sum=35481, carry=0
                41200               41200 a=16961, b=19720, c=0, sum=21925, carry=0
                41210               41210 a= 2487, b=27342, c=0, sum=40777, carry=0
                41220               41220 a=28537, b= 4275, c=0, sum=29701, carry=0
                41230               41230 a=10341, b= 4315, c=0, sum=   44, carry=0
                41240               41240 a= 2417, b=22327, c=0, sum=14656, carry=0
                41250               41250 a=26463, b=13451, c=0, sum=16552, carry=0
                41260               41260 a=12632, b= 1962, c=0, sum=40938, carry=0
                41270               41270 a=25030, b=29583, c=0, sum=14594, carry=0
                41280               41280 a=26521, b=14287, c=0, sum=54613, carry=0
                41290               41290 a=22277, b= 9919, c=0, sum=40808, carry=0
                41300               41300 a=15380, b=26665, c=0, sum=32196, carry=0
                41310               41310 a=14032, b=21220, c=0, sum=42109, carry=0
                41320               41320 a= 4416, b=22550, c=0, sum=35252, carry=0
                41330               41330 a= 2495, b=10253, c=0, sum=26966, carry=0
                41340               41340 a= 9098, b=23697, c=0, sum=12748, carry=0
                41350               41350 a= 9942, b=11959, c=0, sum=28699, carry=0
                41360               41360 a=23769, b=  279, c=0, sum=21901, carry=0
                41370               41370 a=27610, b= 6083, c=0, sum=24048, carry=0
                41380               41380 a=29648, b=28354, c=0, sum=17309, carry=0
                41390               41390 a=23524, b=29833, c=0, sum=58002, carry=0
                41400               41400 a= 8198, b=15491, c=0, sum=53357, carry=0
                41410               41410 a= 1685, b=13297, c=0, sum=23689, carry=0
                41420               41420 a=22358, b=12272, c=0, sum=14982, carry=0
                41430               41430 a=10863, b=25908, c=0, sum=34630, carry=0
                41440               41440 a=24191, b=22987, c=0, sum=40867, carry=0
                41450               41450 a=13305, b=13730, c=0, sum=47178, carry=0
                41460               41460 a= 3847, b=24073, c=0, sum=27035, carry=0
                41470               41470 a= 8510, b=24149, c=0, sum=27920, carry=0
                41480               41480 a=17229, b= 6678, c=0, sum=49043, carry=0
                41490               41490 a=10140, b=24930, c=0, sum=23907, carry=0
                41500               41500 a=23662, b=28987, c=0, sum=35198, carry=0
                41510               41510 a=15012, b= 3792, c=0, sum=52649, carry=0
                41520               41520 a= 6616, b=12729, c=0, sum=18804, carry=0
                41530               41530 a=20768, b= 9635, c=0, sum=19345, carry=0
                41540               41540 a= 6696, b=10720, c=0, sum=30403, carry=0
                41550               41550 a=11548, b=10936, c=0, sum=17416, carry=0
                41560               41560 a=28461, b= 8440, c=0, sum=24532, carry=0
                41570               41570 a=  938, b= 2424, c=0, sum=34853, carry=0
                41580               41580 a=23367, b=10237, c=0, sum= 3362, carry=0
                41590               41590 a=25879, b=29575, c=0, sum=  836, carry=0
                41600               41600 a=15630, b=23738, c=0, sum=55454, carry=0
                41610               41610 a=23797, b=16487, c=0, sum=39368, carry=0
                41620               41620 a= 7303, b=13506, c=0, sum=40284, carry=0
                41630               41630 a=  287, b=17332, c=0, sum=20809, carry=0
                41640               41640 a=13658, b=20992, c=0, sum=17619, carry=0
                41650               41650 a=24320, b= 8933, c=0, sum=34650, carry=0
                41660               41660 a= 1005, b= 2311, c=0, sum=16869, carry=0
                41670               41670 a=14077, b=26522, c=0, sum= 3316, carry=0
                41680               41680 a=21434, b= 3338, c=0, sum=40599, carry=0
                41690               41690 a=    8, b= 4666, c=0, sum=24772, carry=0
                41700               41700 a=15230, b=13215, c=0, sum= 4674, carry=0
                41710               41710 a=11016, b= 3295, c=0, sum=28445, carry=0
                41720               41720 a=13192, b=24755, c=0, sum=15335, carry=0
                41730               41730 a=22758, b=21256, c=0, sum=37947, carry=0
                41740               41740 a= 9680, b= 2195, c=0, sum=44014, carry=0
                41750               41750 a=  380, b= 5757, c=0, sum=11875, carry=0
                41760               41760 a=26783, b=13987, c=0, sum= 6137, carry=0
                41770               41770 a=16867, b=23940, c=0, sum=40706, carry=0
                41780               41780 a=10510, b=21394, c=0, sum=40807, carry=0
                41790               41790 a=15130, b=13588, c=0, sum=31904, carry=0
                41800               41800 a=26853, b=26552, c=0, sum=28718, carry=0
                41810               41810 a=12749, b=20746, c=0, sum=49309, carry=0
                41820               41820 a=28327, b=17025, c=0, sum=33495, carry=0
                41830               41830 a=29037, b=13368, c=0, sum=45352, carry=0
                41840               41840 a=28594, b=14638, c=0, sum=42405, carry=0
                41850               41850 a=11289, b=13192, c=0, sum=43232, carry=0
                41860               41860 a=19050, b=20762, c=0, sum=32673, carry=0
                41870               41870 a=19018, b=26704, c=0, sum=39812, carry=0
                41880               41880 a= 7504, b=17397, c=0, sum=45722, carry=0
                41890               41890 a=20852, b=12081, c=0, sum=16709, carry=0
                41900               41900 a=12733, b= 8042, c=0, sum=32933, carry=0
                41910               41910 a= 5192, b=18966, c=0, sum=20775, carry=0
                41920               41920 a=23138, b=16213, c=0, sum=32350, carry=0
                41930               41930 a=19095, b=23078, c=0, sum=39351, carry=0
                41940               41940 a= 6125, b=27249, c=0, sum=42173, carry=0
                41950               41950 a=27101, b=25988, c=0, sum=  606, carry=0
                41960               41960 a= 7139, b=17086, c=0, sum=53089, carry=0
                41970               41970 a=22909, b=23725, c=0, sum=24225, carry=0
                41980               41980 a=29941, b=21278, c=0, sum=46634, carry=0
                41990               41990 a= 6248, b=17317, c=0, sum=51219, carry=0
                42000               42000 a=17501, b=12961, c=0, sum=23565, carry=0
                42010               42010 a=  819, b=22183, c=0, sum=30462, carry=0
                42020               42020 a=29545, b=19172, c=0, sum=23002, carry=0
                42030               42030 a=22684, b= 2580, c=0, sum=48717, carry=0
                42040               42040 a=21494, b=19799, c=0, sum=25264, carry=0
                42050               42050 a= 4250, b= 4090, c=0, sum=33101, carry=0
                42060               42060 a=13924, b=  276, c=0, sum= 8340, carry=0
                42070               42070 a=  938, b= 6903, c=0, sum=14200, carry=0
                42080               42080 a=25645, b=17930, c=0, sum= 7841, carry=0
                42090               42090 a= 4092, b= 9954, c=0, sum=43575, carry=0
                42100               42100 a= 1906, b=11469, c=0, sum=14046, carry=0
                42110               42110 a= 1263, b=15943, c=0, sum=13375, carry=0
                42120               42120 a=23329, b=10294, c=0, sum=17206, carry=0
                42130               42130 a=26945, b=18848, c=0, sum=33623, carry=0
                42140               42140 a=27576, b=24587, c=0, sum=45793, carry=0
                42150               42150 a=19819, b=21411, c=0, sum=52163, carry=0
                42160               42160 a= 8637, b=13095, c=0, sum=33038, carry=0
                42170               42170 a= 7757, b= 7385, c=0, sum=21732, carry=0
                42180               42180 a=29427, b=13912, c=0, sum=15142, carry=0
                42190               42190 a=12848, b=23385, c=0, sum=43339, carry=0
                42200               42200 a= 3750, b=10604, c=0, sum=36233, carry=0
                42210               42210 a=15989, b= 8194, c=0, sum=14354, carry=0
                42220               42220 a=23953, b= 6633, c=0, sum=32375, carry=0
                42230               42230 a=26266, b= 6096, c=0, sum=30586, carry=0
                42240               42240 a=28882, b=26065, c=0, sum=32362, carry=0
                42250               42250 a= 3382, b= 9159, c=0, sum=54947, carry=0
                42260               42260 a=11965, b=21405, c=0, sum=12541, carry=0
                42270               42270 a=25420, b=10729, c=0, sum=33370, carry=0
                42280               42280 a=17686, b= 6750, c=0, sum=36149, carry=0
                42290               42290 a=24369, b=25391, c=0, sum=28532, carry=0
                42300               42300 a= 5111, b= 1260, c=0, sum=33344, carry=0
                42310               42310 a=15913, b= 8908, c=0, sum= 6371, carry=0
                42320               42320 a= 8303, b=25821, c=0, sum=24821, carry=0
                42330               42330 a=13765, b=24838, c=0, sum=34124, carry=0
                42340               42340 a=17462, b=29145, c=0, sum=38603, carry=0
                42350               42350 a=11041, b= 7450, c=0, sum=46095, carry=0
                42360               42360 a=16303, b= 6670, c=0, sum=18491, carry=0
                42370               42370 a=11067, b= 1697, c=0, sum=22973, carry=0
                42380               42380 a=13128, b=21178, c=0, sum=12764, carry=0
                42390               42390 a=22841, b= 5031, c=0, sum=34050, carry=0
                42400               42400 a= 9158, b=17681, c=0, sum=27840, carry=0
                42410               42410 a=20927, b= 8585, c=0, sum=26839, carry=0
                42420               42420 a=27353, b=29025, c=0, sum=29512, carry=0
                42430               42430 a= 2461, b=21584, c=0, sum=56378, carry=0
                42440               42440 a= 5262, b=14734, c=0, sum=24045, carry=0
                42450               42450 a= 3440, b=22446, c=0, sum=19996, carry=0
                42460               42460 a=17925, b=16976, c=0, sum=25886, carry=0
                42470               42470 a=20703, b=26403, c=0, sum=34901, carry=0
                42480               42480 a=23302, b=25476, c=0, sum=47042, carry=0
                42490               42490 a=26307, b= 4016, c=0, sum=48778, carry=0
                42500               42500 a=27816, b=24305, c=0, sum=30323, carry=0
                42510               42510 a= 1328, b= 7061, c=0, sum=52121, carry=0
                42520               42520 a= 8365, b=19406, c=0, sum=  197, carry=0
                42530               42530 a=13528, b=22391, c=0, sum=27771, carry=0
                42540               42540 a=21719, b=25617, c=0, sum=35919, carry=0
                42550               42550 a=  143, b=   57, c=0, sum=47336, carry=0
                42560               42560 a=10443, b=20795, c=0, sum=  200, carry=0
                42570               42570 a= 9259, b= 3782, c=0, sum=31238, carry=0
                42580               42580 a=12986, b= 5647, c=0, sum=13041, carry=0
                42590               42590 a=25613, b=23863, c=0, sum=18633, carry=0
                42600               42600 a=11793, b=13649, c=0, sum=49476, carry=0
                42610               42610 a=22998, b= 1272, c=0, sum=25442, carry=0
                42620               42620 a=26618, b= 6586, c=0, sum=24270, carry=0
                42630               42630 a=20881, b=27635, c=0, sum=16820, carry=0
                42640               42640 a=  559, b=13931, c=0, sum=48516, carry=0
                42650               42650 a=26375, b=21265, c=0, sum=14490, carry=0
                42660               42660 a= 5978, b= 1908, c=0, sum=47640, carry=0
                42670               42670 a=29496, b=21333, c=0, sum= 7886, carry=0
                42680               42680 a=28864, b=25735, c=0, sum=50829, carry=0
                42690               42690 a= 8210, b= 1306, c=0, sum=54599, carry=0
                42700               42700 a=12002, b= 9150, c=0, sum= 9516, carry=0
                42710               42710 a=18172, b= 5551, c=0, sum=21152, carry=0
                42720               42720 a=25944, b= 9112, c=0, sum=23723, carry=0
                42730               42730 a= 7796, b= 9075, c=0, sum=35056, carry=0
                42740               42740 a=17946, b= 8374, c=0, sum=16871, carry=0
                42750               42750 a=22021, b=14547, c=0, sum=26320, carry=0
                42760               42760 a=14267, b=19648, c=0, sum=36568, carry=0
                42770               42770 a=11651, b=22800, c=0, sum= 1275, carry=0
                42780               42780 a=19558, b=19736, c=0, sum=34451, carry=0
                42790               42790 a= 5851, b=20494, c=0, sum=39294, carry=0
                42800               42800 a=23771, b=22164, c=0, sum=26345, carry=0
                42810               42810 a= 9591, b= 8042, c=0, sum=45935, carry=0
                42820               42820 a= 3489, b= 7549, c=0, sum=17633, carry=0
                42830               42830 a=17947, b=14569, c=0, sum=11038, carry=0
                42840               42840 a= 1138, b=21514, c=0, sum=56836, carry=0
                42850               42850 a=23079, b=14346, c=0, sum=22652, carry=0
                42860               42860 a=29429, b=10154, c=0, sum=37425, carry=0
                42870               42870 a= 2345, b=15797, c=0, sum=39583, carry=0
                42880               42880 a=19372, b=11877, c=0, sum=18142, carry=0
                42890               42890 a=15183, b=10318, c=0, sum=31249, carry=0
                42900               42900 a=13867, b=17389, c=0, sum=25501, carry=0
                42910               42910 a=29826, b=11664, c=0, sum=31256, carry=0
                42920               42920 a=26850, b=14390, c=0, sum=41490, carry=0
                42930               42930 a=14867, b=24866, c=0, sum=41240, carry=0
                42940               42940 a=28082, b=11822, c=0, sum=39733, carry=0
                42950               42950 a=28242, b=20733, c=0, sum=39904, carry=0
                42960               42960 a=13993, b=11084, c=0, sum=48975, carry=0
                42970               42970 a= 3571, b= 8149, c=0, sum=25589, carry=0
                42980               42980 a=11675, b=22094, c=0, sum=11720, carry=0
                42990               42990 a=12276, b=17385, c=0, sum=34793, carry=0
                43000               43000 a=29126, b=15922, c=0, sum=29661, carry=0
                43010               43010 a=  106, b= 7231, c=0, sum=46072, carry=0
                43020               43020 a=12486, b= 8374, c=0, sum= 7337, carry=0
                43030               43030 a= 4869, b= 3459, c=0, sum=20860, carry=0
                43040               43040 a= 8943, b=23372, c=0, sum=  136, carry=0
                43050               43050 a= 4549, b=24333, c=0, sum=65083, carry=0
                43060               43060 a=12825, b= 8147, c=0, sum=28882, carry=0
                43070               43070 a=29914, b=26916, c=0, sum=20972, carry=0
                43080               43080 a= 7812, b=16283, c=0, sum=57246, carry=0
                43090               43090 a= 8389, b=29218, c=0, sum=24095, carry=0
                43100               43100 a= 3551, b=28650, c=0, sum=37607, carry=0
                43110               43110 a= 9665, b= 8261, c=0, sum=32201, carry=0
                43120               43120 a=13354, b=26631, c=0, sum=17926, carry=0
                43130               43130 a=15969, b= 1810, c=0, sum=39985, carry=0
                43140               43140 a=28801, b= 9491, c=0, sum=17779, carry=0
                43150               43150 a=18627, b= 4214, c=0, sum=38292, carry=0
                43160               43160 a=10868, b= 7072, c=0, sum=22841, carry=0
                43170               43170 a=21993, b=15656, c=0, sum=17940, carry=0
                43180               43180 a= 6193, b=20539, c=0, sum=37649, carry=0
                43190               43190 a= 4393, b= 1926, c=0, sum=26732, carry=0
                43200               43200 a=17457, b= 2909, c=0, sum= 6319, carry=0
                43210               43210 a=28315, b=15084, c=0, sum=20366, carry=0
                43220               43220 a=14998, b=29183, c=0, sum=43399, carry=0
                43230               43230 a=10444, b=14729, c=0, sum=44181, carry=0
                43240               43240 a= 5959, b= 9245, c=0, sum=25173, carry=0
                43250               43250 a= 7523, b=23994, c=0, sum=15204, carry=0
                43260               43260 a= 1317, b= 9584, c=0, sum=31517, carry=0
                43270               43270 a=25981, b=25230, c=0, sum=10901, carry=0
                43280               43280 a= 8571, b=19776, c=0, sum=51979, carry=0
                43290               43290 a=  514, b= 5836, c=0, sum=28347, carry=0
                43300               43300 a= 9183, b= 6766, c=0, sum= 6350, carry=0
                43310               43310 a=20420, b=18345, c=0, sum=15949, carry=0
                43320               43320 a=   46, b=24206, c=0, sum=38765, carry=0
                43330               43330 a=17338, b=  604, c=0, sum=32444, carry=0
                43340               43340 a=12682, b=28170, c=0, sum=17430, carry=0
                43350               43350 a=17380, b=28071, c=0, sum=42900, carry=0
                43360               43360 a= 1194, b=19216, c=0, sum=45451, carry=0
                43370               43370 a=10620, b=24801, c=0, sum=22458, carry=0
                43380               43380 a= 7644, b=22112, c=0, sum=35421, carry=0
                43390               43390 a= 5533, b= 1013, c=0, sum=29756, carry=0
                43400               43400 a= 8648, b=26128, c=0, sum= 6546, carry=0
                43410               43410 a=16319, b= 9055, c=0, sum=35800, carry=0
                43420               43420 a=14501, b= 3166, c=0, sum=25374, carry=0
                43430               43430 a= 5250, b=17437, c=0, sum=17667, carry=0
                43440               43440 a= 9327, b=26524, c=0, sum=22687, carry=0
                43450               43450 a=11995, b= 8563, c=0, sum=35595, carry=0
                43460               43460 a= 9630, b=16219, c=0, sum=20558, carry=0
                43470               43470 a=11417, b=18930, c=0, sum=25849, carry=0
                43480               43480 a= 9711, b=19886, c=0, sum=30347, carry=0
                43490               43490 a=13786, b=28732, c=0, sum=29597, carry=0
                43500               43500 a=23696, b= 8539, c=0, sum=42006, carry=0
                43510               43510 a=15200, b= 9489, c=0, sum=32235, carry=0
                43520               43520 a=24233, b=16051, c=0, sum=16497, carry=0
                43530               43530 a= 3722, b= 3673, c=0, sum=40284, carry=0
                43540               43540 a=27151, b=19437, c=0, sum= 7395, carry=0
                43550               43550 a= 9789, b= 2213, c=0, sum=47100, carry=0
                43560               43560 a=22604, b=28724, c=0, sum=12002, carry=0
                43570               43570 a= 7216, b=10651, c=0, sum=51328, carry=0
                43580               43580 a=29912, b=22216, c=0, sum=17867, carry=0
                43590               43590 a=21669, b=12778, c=0, sum=52128, carry=0
                43600               43600 a= 2962, b=12294, c=0, sum=34447, carry=0
                43610               43610 a=16685, b=22722, c=0, sum=15256, carry=0
                43620               43620 a=19644, b=28332, c=0, sum=39407, carry=0
                43630               43630 a=17100, b=21273, c=0, sum=47976, carry=0
                43640               43640 a=27015, b=25611, c=0, sum=38373, carry=0
                43650               43650 a=24158, b= 4029, c=0, sum=52626, carry=0
                43660               43660 a=16549, b=23713, c=0, sum=27675, carry=0
                43670               43670 a= 7547, b= 7262, c=0, sum=40262, carry=0
                43680               43680 a=19541, b=10016, c=0, sum=14809, carry=0
                43690               43690 a=13490, b=  507, c=0, sum=29557, carry=0
                43700               43700 a= 5961, b= 1125, c=0, sum=13997, carry=0
                43710               43710 a= 2240, b=10124, c=0, sum= 7086, carry=0
                43720               43720 a=28659, b=16526, c=0, sum= 8268, carry=0
                43730               43730 a=14618, b=  626, c=0, sum=45121, carry=0
                43740               43740 a=17391, b=10267, c=0, sum=15244, carry=0
                43750               43750 a= 9232, b=29720, c=0, sum=27914, carry=0
                43760               43760 a=22633, b=15346, c=0, sum=38952, carry=0
                43770               43770 a=25999, b= 3530, c=0, sum=37979, carry=0
                43780               43780 a=12239, b=12588, c=0, sum=29529, carry=0
                43790               43790 a=11759, b=23119, c=0, sum=24827, carry=0
                43800               43800 a=20369, b=26197, c=0, sum=32830, carry=0
                43810               43810 a= 7827, b=19073, c=0, sum=46566, carry=0
                43820               43820 a=16631, b=10547, c=0, sum=26900, carry=0
                43830               43830 a= 7344, b=23193, c=0, sum=27178, carry=0
                43840               43840 a= 8096, b=19319, c=0, sum=30537, carry=0
                43850               43850 a= 8085, b=16307, c=0, sum=27415, carry=0
                43860               43860 a=26300, b= 2414, c=0, sum=24392, carry=0
                43870               43870 a= 6341, b= 9127, c=0, sum=30762, carry=0
                43880               43880 a= 1088, b= 1387, c=0, sum=15468, carry=0
                43890               43890 a= 9779, b= 9263, c=0, sum= 2475, carry=0
                43900               43900 a=11122, b=12877, c=0, sum=19042, carry=0
                43910               43910 a=28729, b= 8691, c=0, sum=24031, carry=0
                43920               43920 a=11037, b= 3356, c=0, sum=37420, carry=0
                43930               43930 a=11151, b=19124, c=0, sum=14393, carry=0
                43940               43940 a=24294, b=22207, c=0, sum=30275, carry=0
                43950               43950 a=21197, b=23980, c=0, sum=46501, carry=0
                43960               43960 a= 7550, b=13208, c=0, sum=45177, carry=0
                43970               43970 a=19134, b=28158, c=0, sum=20758, carry=0
                43980               43980 a=20171, b= 3843, c=0, sum=47292, carry=0
                43990               43990 a=23069, b= 6955, c=0, sum=24014, carry=0
                44000               44000 a=10416, b=15007, c=0, sum=30024, carry=0
                44010               44010 a=11536, b=17990, c=0, sum=25423, carry=0
                44020               44020 a= 9524, b=22856, c=0, sum=29526, carry=0
                44030               44030 a= 7059, b= 3690, c=0, sum=65148, carry=0
                44040               44040 a=17923, b= 2867, c=0, sum=10749, carry=0
                44050               44050 a=26943, b= 2791, c=0, sum=20790, carry=0
                44060               44060 a=14594, b=28713, c=0, sum=28710, carry=0
                44070               44070 a=  812, b=24556, c=0, sum=43307, carry=0
                44080               44080 a=26340, b=29033, c=0, sum=25368, carry=0
                44090               44090 a=25589, b= 4369, c=0, sum=55373, carry=0
                44100               44100 a=20279, b=21806, c=0, sum=29958, carry=0
                44110               44110 a=29719, b=23617, c=0, sum=42085, carry=0
                44120               44120 a=22631, b=21524, c=0, sum=53336, carry=0
                44130               44130 a=17804, b=24163, c=0, sum=44155, carry=0
                44140               44140 a=27740, b=26618, c=0, sum=41967, carry=0
                44150               44150 a=18682, b=21858, c=0, sum=54358, carry=0
                44160               44160 a=24676, b= 5351, c=0, sum=40540, carry=0
                44170               44170 a=26437, b= 9059, c=0, sum=30027, carry=0
                44180               44180 a=18660, b=28234, c=0, sum=35496, carry=0
                44190               44190 a= 2247, b=22915, c=0, sum=46894, carry=0
                44200               44200 a= 4720, b=11651, c=0, sum=25162, carry=0
                44210               44210 a=11286, b= 7924, c=0, sum= 4083, carry=0
                44220               44220 a= 8711, b=10006, c=0, sum=19210, carry=0
                44230               44230 a=22716, b=14141, c=0, sum=18717, carry=0
                44240               44240 a= 4712, b= 7924, c=0, sum=36857, carry=0
                44250               44250 a=21024, b=28363, c=0, sum=12636, carry=0
                44260               44260 a=25987, b=19086, c=0, sum=49387, carry=0
                44270               44270 a=14167, b= 5750, c=0, sum=40977, carry=0
                44280               44280 a= 3647, b=21541, c=0, sum=19917, carry=0
                44290               44290 a= 2612, b=23369, c=0, sum=25188, carry=0
                44300               44300 a=21409, b= 7640, c=0, sum=26045, carry=0
                44310               44310 a=14729, b=21123, c=0, sum=29049, carry=0
                44320               44320 a=10486, b=11465, c=0, sum=35852, carry=0
                44330               44330 a= 3952, b=12351, c=0, sum=21983, carry=0
                44340               44340 a= 3093, b=26450, c=0, sum=12207, carry=0
                44350               44350 a=17913, b=13284, c=0, sum=29543, carry=0
                44360               44360 a=  485, b=12464, c=0, sum=31197, carry=0
                44370               44370 a=14185, b=17770, c=0, sum=12949, carry=0
                44380               44380 a=14338, b=11584, c=0, sum=31955, carry=0
                44390               44390 a= 2199, b= 6522, c=0, sum=25922, carry=0
                44400               44400 a= 2382, b= 7185, c=0, sum= 8209, carry=0
                44410               44410 a=13656, b=22404, c=0, sum= 9567, carry=0
                44420               44420 a=11070, b=17016, c=0, sum=36060, carry=0
                44430               44430 a=25297, b= 8219, c=0, sum=28086, carry=0
                44440               44440 a= 1568, b= 7691, c=0, sum=33516, carry=0
                44450               44450 a=17505, b=16110, c=0, sum= 9259, carry=0
                44460               44460 a= 8470, b= 2663, c=0, sum=33615, carry=0
                44470               44470 a=27889, b=20734, c=0, sum=11133, carry=0
                44480               44480 a=23571, b=13876, c=0, sum=48623, carry=0
                44490               44490 a=  900, b=21671, c=0, sum=37447, carry=0
                44500               44500 a=14762, b=27256, c=0, sum=22571, carry=0
                44510               44510 a= 3973, b=  300, c=0, sum=40994, carry=0
                44520               44520 a=10169, b=29273, c=0, sum= 4273, carry=0
                44530               44530 a= 5553, b= 7156, c=0, sum=38930, carry=0
                44540               44540 a=16029, b=11836, c=0, sum=12709, carry=0
                44550               44550 a=18048, b=12732, c=0, sum=27865, carry=0
                44560               44560 a=14610, b= 4620, c=0, sum=30780, carry=0
                44570               44570 a=27739, b=10276, c=0, sum=19230, carry=0
                44580               44580 a=29352, b= 1649, c=0, sum=38015, carry=0
                44590               44590 a=20477, b=  490, c=0, sum=31001, carry=0
                44600               44600 a= 8922, b= 1457, c=0, sum=20967, carry=0
                44610               44610 a= 5177, b= 7434, c=0, sum=10379, carry=0
                44620               44620 a=18366, b=14423, c=0, sum=12611, carry=0
                44630               44630 a=24642, b= 7400, c=0, sum=63509, carry=0
                44640               44640 a=  741, b=  336, c=0, sum=48426, carry=0
                44650               44650 a=14556, b=14545, c=0, sum= 1077, carry=0
                44660               44660 a=26047, b=11290, c=0, sum=29101, carry=0
                44670               44670 a= 3538, b=29037, c=0, sum=37337, carry=0
                44680               44680 a=24056, b=13444, c=0, sum=65407, carry=0
                44690               44690 a=23392, b= 7302, c=0, sum=37500, carry=0
                44700               44700 a=23559, b=26134, c=0, sum=30694, carry=0
                44710               44710 a=18035, b=16055, c=0, sum=49693, carry=0
                44720               44720 a= 2118, b=27449, c=0, sum=34090, carry=0
                44730               44730 a= 6096, b= 3582, c=0, sum=29599, carry=0
                44740               44740 a=15016, b= 2114, c=0, sum= 9678, carry=0
                44750               44750 a=26399, b=20882, c=0, sum=17130, carry=0
                44760               44760 a=15768, b=29528, c=0, sum=47281, carry=0
                44770               44770 a=26713, b= 8492, c=0, sum=45296, carry=0
                44780               44780 a=19848, b= 4321, c=0, sum=35205, carry=0
                44790               44790 a=26068, b= 4737, c=0, sum=24169, carry=0
                44800               44800 a= 2427, b= 1437, c=0, sum=30805, carry=0
                44810               44810 a=16683, b=27993, c=0, sum= 3864, carry=0
                44820               44820 a=26917, b=19568, c=0, sum=44676, carry=0
                44830               44830 a= 2463, b=12630, c=0, sum=46485, carry=0
                44840               44840 a= 2457, b=25791, c=0, sum=15093, carry=0
                44850               44850 a=25263, b= 1147, c=0, sum=28248, carry=0
                44860               44860 a=26665, b=11221, c=0, sum=26410, carry=0
                44870               44870 a=14181, b=23412, c=0, sum=37950, carry=0
                44880               44880 a=19255, b= 7924, c=0, sum=37593, carry=0
                44890               44890 a=20632, b= 9834, c=0, sum=27179, carry=0
                44900               44900 a=27068, b=12816, c=0, sum=30210, carry=0
                44910               44910 a= 4832, b= 5771, c=0, sum=39884, carry=0
                44920               44920 a=24379, b=24619, c=0, sum=10603, carry=0
                44930               44930 a= 7351, b=14636, c=0, sum=61286, carry=0
                44940               44940 a= 1271, b=14471, c=0, sum=21987, carry=0
                44950               44950 a=27497, b=13663, c=0, sum=15742, carry=0
